"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PSG8-AS1",3.29212811049264,-4.01510490409189,0.582433518273336,-6.89367074201868,5.43707892074264e-12,1.41935262565223e-10
"CDT1",46.7565576348181,2.18530270918421,0.317020323604543,6.89325745534912,5.45290552982754e-12,1.42143228286237e-10
"LINC02237",2.22859649462699,-4.50148675754753,0.653034261482024,-6.89318619720146,5.45563888563215e-12,1.42143228286237e-10
"NRIP2",21.328296856112,-2.0045238727652,0.290916905981243,-6.89036570770638,5.56491389598714e-12,1.44849688955103e-10
"TONSL",182.846448775613,1.98503087242335,0.288178758515312,6.88819287948277,5.65055659322935e-12,1.46936372806108e-10
"PLA2G4A",23.967704820823,-1.81083320589869,0.262956800835368,-6.88642849375253,5.72104964447111e-12,1.48625448459852e-10
"CSTF2",42.3989743759083,0.80771244463928,0.117353868195316,6.88270831682326,5.87251950785193e-12,1.52412895079994e-10
"PCOLCE2",138.321742749837,-3.96010950108598,0.57554223749578,-6.88065834805914,5.95765803767056e-12,1.54473150820219e-10
"AC134043.2",15.2895978395271,-2.85914574176688,0.415616932666252,-6.87928117708049,6.01553230411087e-12,1.55823190070579e-10
"NMUR1",15.6637040891129,-3.00900965432872,0.437432211342351,-6.87880219221842,6.03579003861108e-12,1.56197166322244e-10
"AL109809.1",5.12030931506001,-3.8485729578911,0.559497169325876,-6.87862811268223,6.04316894740547e-12,1.56237458451419e-10
"KY",14.8955460787166,-3.76438939829639,0.547386740551711,-6.87701970000637,6.11176614539058e-12,1.57858860710011e-10
"CDH20",8.33438122028237,-4.74290244149817,0.689859178286791,-6.87517480491711,6.19138906830892e-12,1.59761650997248e-10
"SPAG5",136.693514299109,2.0989359161313,0.305327751129498,6.87436994628466,6.22644324516819e-12,1.60511845271214e-10
"BRIP1",95.4778791314722,2.32397658220999,0.338368862990374,6.86817504918027,6.50283981916603e-12,1.6740485242702e-10
"MECOM",124.961243235067,-1.74492050083333,0.25406164134737,-6.86809898408691,6.50630723958048e-12,1.6740485242702e-10
"TMEM37",71.5604966813181,-2.53419392048529,0.369018670128522,-6.86738673575154,6.53886305785089e-12,1.68081349636481e-10
"HIST1H2AL",22.7429671994923,2.48355874831196,0.361666256610673,6.86699049998868,6.5570434639177e-12,1.68387386026503e-10
"TPX2",148.960074773825,2.48487481261125,0.36191301257408,6.86594492675948,6.60525545248948e-12,1.69463322488535e-10
"PQLC1",205.640916802378,-0.905899303219819,0.13199268601381,-6.86325379517648,6.73094855680508e-12,1.72523147536219e-10
"MRPL13",79.4212688713447,1.30772877966234,0.190622385453197,6.86031064270477,6.87109670466228e-12,1.75947281647249e-10
"TTC13",111.171689131466,0.787902010529231,0.114859479426456,6.8597038264806,6.90034588486479e-12,1.76527819033586e-10
"CFLAR",1839.94412520049,-1.05679783568079,0.154186670842209,-6.85401552487176,7.1805283949183e-12,1.83520628577169e-10
"TENM1",50.1098560985321,-2.07493870173114,0.302848446920671,-6.85140941889873,7.31258964109347e-12,1.86718035783429e-10
"RGS5",858.794698795297,-1.70988842612005,0.249647094026037,-6.84922223024841,7.42525730604066e-12,1.8941464359782e-10
"POLR3K",34.0518580632062,1.2082686868775,0.176417963930879,6.84889826384631,7.44208963473658e-12,1.89527736675097e-10
"ACO1",281.869544610095,-1.68216768464217,0.24561521426826,-6.8487926924792,7.44758288164788e-12,1.89527736675097e-10
"HLTF",273.178094517627,1.06021703931371,0.154804924690329,6.84872940208174,7.45087800686495e-12,1.89527736675097e-10
"MCRIP2",94.878011420813,1.36891405454185,0.199934116692418,6.84682573033703,7.55066046655704e-12,1.91884019205042e-10
"SAMD10",46.741768544595,1.22116497968152,0.178391719248161,6.84541291954678,7.62555941573867e-12,1.93604079925036e-10
"SYDE1",108.392738880191,-1.12590204141079,0.164484366194833,-6.84503985063938,7.64545854071208e-12,1.93925827408837e-10
"DAP3",290.743018874543,0.754995737387948,0.110363846106308,6.84096979241463,7.86588435722184e-12,1.99328491605671e-10
"AL590999.1",23.2361049692443,-2.25935226001738,0.330427052343192,-6.83767338054013,8.04896471565585e-12,2.03775487839e-10
"FLNC",235.30179530809,-1.91804864676746,0.280632714547615,-6.83472933602695,8.21600017057081e-12,2.07808275756304e-10
"HIST1H2AC",387.01332336004,1.09274589291541,0.159905045798836,6.83371739432233,8.27419509699014e-12,2.09083144654263e-10
"ACVR1C",118.967209072314,-3.28924259423222,0.481372922435114,-6.8330444878224,8.31311610642903e-12,2.09869034649228e-10
"AC068831.7",45.6123824827281,1.63184757863646,0.238889612006788,6.83096918668066,8.43428501606883e-12,2.12727887867691e-10
"LAMA4",1116.40024132278,-1.76212077540432,0.257966987987054,-6.83079951103182,8.44426790691093e-12,2.12779693474049e-10
"HSD17B6",7.46629027883767,2.62551590675503,0.384422542050997,6.82976573836488,8.50534069031919e-12,2.14117563569799e-10
"LCAT",61.6375823222688,-1.10806720491258,0.162251595040087,-6.8293147111362,8.53212169195916e-12,2.14590457099734e-10
"KLHL36",392.538536146796,-0.640718296796638,0.0938464151565587,-6.82730710307648,8.65233485154804e-12,2.17410166737962e-10
"TUFT1",155.125900157516,1.08943938699994,0.159635056858301,6.82456227623591,8.81938096009432e-12,2.21400287600646e-10
"LINC02613",10.4388535216022,-2.79470925986057,0.409562103635499,-6.82365198111151,8.87547479239271e-12,2.22600225727711e-10
"ASF1B",42.8789765069526,2.43717088804666,0.357211467214966,6.82276777688101,8.93029547309516e-12,2.23495039054778e-10
"AC010207.1",4.05010376015864,-2.73756111227022,0.401239687781,-6.82275755773294,8.93093099577526e-12,2.23495039054778e-10
"MORF4L2",570.873692559193,0.974412486008294,0.142819736747978,6.82267386984307,8.93613716298171e-12,2.23495039054778e-10
"LYPLA1",275.683090227306,1.41578185205638,0.207531061302553,6.82202386076733,8.97667515429773e-12,2.24299864469957e-10
"AC011379.1",26.8705516998116,-1.69315867202951,0.2482006206865,-6.82173423799826,8.99479553012026e-12,2.24543565438425e-10
"AURKA",38.7275789484316,2.33687616619341,0.342606704052673,6.82087109957469,9.04901098018586e-12,2.25687043368279e-10
"LINC01561",1.9638000059544,4.17978954744343,0.613054961843307,6.81796871013949,9.23367464761204e-12,2.30078823438549e-10
"PFKFB4",57.8545373736022,1.34170628912915,0.19679912018339,6.81764373681579,9.25457940861137e-12,2.30385800565394e-10
"RBM12B",488.978668574437,0.965816593283382,0.141768064139684,6.81265275888767,9.58152245314016e-12,2.38303741012483e-10
"IGHG1",8224.91457142027,3.94134759735485,0.578597081018846,6.81190370061075,9.63155756483647e-12,2.39326369268474e-10
"CAMK1",53.9568759429634,-1.55189376269253,0.227890842839253,-6.80981185271754,9.77264700919905e-12,2.42607544069256e-10
"CRYAB",382.329126613725,-3.03115573581661,0.445285030430948,-6.80722577375451,9.94987216691662e-12,2.46778899696279e-10
"TYMS",67.6109562319923,2.23582253422993,0.328476067867218,6.80665276087549,9.98956506186006e-12,2.47534596491299e-10
"HIST2H2BE",433.605895410894,1.70713881349639,0.250985901543249,6.80173190206951,1.03368834460109e-11,2.55904616381132e-10
"PPM1F",397.35845972208,-0.933868174120463,0.137354090847825,-6.79898333101049,1.05360005891619e-11,2.60593651438478e-10
"OLFML2A",387.487359167342,-1.29635908971639,0.190723958974941,-6.79704373107476,1.06787691123126e-11,2.6388162789873e-10
"SLC22A15",45.2118252955479,1.77675693930157,0.261508810958523,6.79425267848194,1.0887541783991e-11,2.68793073887011e-10
"CHST11",170.928624945172,1.06624852686726,0.15699641173193,6.7915471131141,1.1093734229439e-11,2.73631849063625e-10
"TRABD2B",67.1110520353054,-2.01523241949752,0.296947132252768,-6.78650237909052,1.14884610794169e-11,2.83107751631986e-10
"FBLN5",253.981353653335,-1.8914229968505,0.278721591401417,-6.78606557655041,1.1523278956646e-11,2.83705242275737e-10
"CRHR2",3.82113043615261,-3.59835118752144,0.530603177872796,-6.78162389065844,1.18832509009363e-11,2.92285513294002e-10
"LIMA1",788.973399132347,-1.15507780390396,0.170327811217441,-6.78149854476429,1.18935676150339e-11,2.92285513294002e-10
"ITPRIPL1",25.2466372996785,-2.16269950262614,0.31894265071669,-6.78084131352886,1.19478054324272e-11,2.9334977729608e-10
"ACTL6A",100.895307314476,0.968990694437663,0.142954077937136,6.77833545163907,1.21568327504781e-11,2.98209107579369e-10
"CENPA",16.2638973888489,2.69785939540047,0.398183896526026,6.77541060534609,1.24053428992176e-11,3.04027198213154e-10
"CCT3",501.775781753621,0.898177874366985,0.132583784993864,6.77441720651247,1.24908739385046e-11,3.05844062968714e-10
"LPL",1530.37171209843,-3.34666058546584,0.494024505091099,-6.77428052855134,1.250268693992e-11,3.05854244958699e-10
"RABIF",57.5998970494254,1.0583273761877,0.156321613418302,6.77019225329842,1.28611377075425e-11,3.14336513223689e-10
"XPNPEP2",9.31449580088096,-3.20763706612282,0.473831126035256,-6.76957863229136,1.29158002240425e-11,3.15385272804736e-10
"AL118508.3",4.65614408836779,-2.88899688454848,0.426883803543017,-6.76764229649991,1.30897889275594e-11,3.19343250599986e-10
"AGMO",8.78003851453068,-2.73524325317806,0.404304178714017,-6.76531037071674,1.33023721117025e-11,3.24234748401134e-10
"TMEM178A",21.1232069904148,-1.70952316729411,0.252843075147919,-6.76120224488648,1.36851328940285e-11,3.33261548406669e-10
"IQCD",12.3637812375859,2.13279877889265,0.315546973374394,6.75905319605809,1.38896395055681e-11,3.37599606112293e-10
"RAD21",902.082215782854,1.37553016699782,0.203511509153408,6.75897973888515,1.38966824423934e-11,3.37599606112293e-10
"RPL24P8",3.21044192894032,-3.39613438938119,0.502475136415662,-6.75881082118222,1.39128912287936e-11,3.37599606112293e-10
"PPM1J",40.0340802951008,2.23062778047056,0.330032937670565,6.75880351886921,1.39135923520717e-11,3.37599606112293e-10
"AKR1A1",203.734247176896,0.720959004131668,0.106696978189746,6.75707050343579,1.4080968212741e-11,3.41352179726392e-10
"ZBTB16",908.201146567601,-2.82120277556111,0.417584108023346,-6.75601087626492,1.41842775669739e-11,3.43546275078802e-10
"TLCD1",16.6599738659844,2.06668166950071,0.306091470197189,6.75184338906706,1.45978403998971e-11,3.53244044158377e-10
"SYN2",49.3361365364826,-3.03044035650799,0.448902244788143,-6.75078013463308,1.47052297521070e-11,3.55522113177968e-10
"AC015656.1",2.10561321035981,-3.55430455639696,0.526514340893814,-6.75063199677173,1.47202530421745e-11,3.55564996075424e-10
"TRAF2",124.183303013475,1.09551316970708,0.162343219619938,6.74813011761,1.49762616760451e-11,3.61423523685562e-10
"ROGDI",114.367321254776,1.31977593310712,0.195647786473681,6.74567270550061,1.52319630984522e-11,3.67264116540936e-10
"AC108734.4",7.57890254680377,-2.36173732253762,0.350434274827753,-6.73945870077483,1.58977773557689e-11,3.82973746067696e-10
"SLC39A11",191.914982452026,1.12036812459692,0.166314569668797,6.73644002944572,1.62314240311916e-11,3.90660533902293e-10
"AP003071.4",2.62766492211754,-2.92438694842037,0.434147123008219,-6.73593533951625,1.62878713015643e-11,3.91667844308942e-10
"SNX18P12",23.1329364229893,-2.45072619198849,0.363936675155424,-6.7339357621539,1.65134106314914e-11,3.9673579920027e-10
"SAA2",130.698298608364,-3.61256792212391,0.536583506758834,-6.73253627183805,1.66730804200958e-11,4.00213583321726e-10
"ZNF670-ZNF695",4.22062619871808,3.97635701369375,0.590821755602716,6.73021427526368,1.69413414742965e-11,4.06027264706335e-10
"NR4A3",155.865037814317,-2.10064309520039,0.312122952583524,-6.73017821282548,1.69455409327432e-11,4.06027264706335e-10
"NOP53",786.835392251704,-1.0286495309515,0.152911623155198,-6.72708529100811,1.73095289692081e-11,4.14378697071961e-10
"KLB",60.3632052048994,-4.07469562785856,0.605755950239946,-6.72662914205717,1.73638542809774e-11,4.15308728595641e-10
"CEP85",118.740514447377,1.24932579566618,0.185952832785047,6.71850908079654,1.83593304068247e-11,4.38727507388734e-10
"SCN2A",31.8390541281086,-2.58573140832313,0.385084412807429,-6.71471324812149,1.88436414150893e-11,4.49900321188022e-10
"LRP8",84.2889253615689,1.73009588912958,0.257728318420136,6.71286686591137,1.90837222602674e-11,4.55227351623588e-10
"COL10A1",244.297453281495,4.07266951134936,0.606745591661399,6.71231825549407,1.91556321756957e-11,4.56536896151838e-10
"AC102945.2",80.4750629961917,-1.35545562030721,0.20194301366903,-6.71206988387679,1.91882750329391e-11,4.56909093863313e-10
"HIST1H2BH",66.6253327473861,2.84206675167523,0.423535859674693,6.71033322623059,1.94180463439457e-11,4.61970471352948e-10
"OAF",173.18451326982,-1.47122736725363,0.219370234579805,-6.70659522278266,1.99217866590211e-11,4.73535045864917e-10
"CA3",14.7641371455603,-2.56546053265509,0.382664947086828,-6.70419528150033,2.0251928321088e-11,4.80956414535148e-10
"CIP2A",55.5702484550417,1.52950003605977,0.228154647801804,6.70378644834109,2.03086998632022e-11,4.81878222395131e-10
"TPT1-AS1",341.819854165398,-1.30843695543651,0.195241876115422,-6.70162047952764,2.06120808013022e-11,4.88644699985642e-10
"TECPR2",243.745753248582,-0.708147825746087,0.105673078772518,-6.70130778786635,2.06562435433218e-11,4.89259445479775e-10
"RELN",68.0950890667373,-2.92620166929415,0.436819674366171,-6.69887791464542,2.10025962145095e-11,4.97024402127494e-10
"KLF13",645.409832705915,-0.964821110812815,0.144100179783515,-6.69548859871159,2.14952206441162e-11,5.08234133220707e-10
"ARHGEF25",132.621340383702,-1.31698806790199,0.196714611623291,-6.69491735786272,2.15793549618615e-11,5.09774269151862e-10
"PRICKLE2",497.818347924892,-1.30916538342346,0.195557195292859,-6.69453957683788,2.16351728753155e-11,5.10643359087042e-10
"SMYD3",116.329228569641,1.46938093745216,0.219525593296987,6.69343795128388,2.17987486042771e-11,5.14052036506485e-10
"NDST1",1128.61232434274,-0.934380901512163,0.139635175701452,-6.69158682128866,2.20763458359031e-11,5.20141191266282e-10
"SSX2IP",97.3335395534031,1.31558479386365,0.196634096705189,6.6905222232952,2.22375584014545e-11,5.2347992742231e-10
"SELENOI",288.30703093697,1.08656598211745,0.162414192991416,6.69009254736054,2.23029503833581e-11,5.24559138026115e-10
"MAPK8IP2",93.5719330955852,2.26602876839325,0.338738256785698,6.68961572246282,2.23757383070692e-11,5.25810256750008e-10
"DPP3",152.557635435518,1.05178579040815,0.157243194612368,6.68891135798267,2.24836861293143e-11,5.27884690259211e-10
"WDR34",174.14351136254,1.15643309855783,0.172913439070216,6.68793070553776,2.26348261048878e-11,5.30896100044539e-10
"PIGR",2030.95727405544,-4.71416452713897,0.704887771967494,-6.68782282033453,2.26515141806155e-11,5.30896100044539e-10
"IQGAP3",180.850755782733,2.45977846610067,0.36784202389803,6.68705125106247,2.27712149418639e-11,5.33235884973699e-10
"ALX4",44.8059991975804,-3.14522831751847,0.470387173622267,-6.68646700822708,2.28622657778267e-11,5.34901276733878e-10
"PRIM1",27.5069965452554,1.160639706236,0.173611369726582,6.68527474936622,2.30491795422844e-11,5.38490869704056e-10
"CDCA2",33.877660730259,2.42409818888626,0.362604915658641,6.68523256085234,2.3055820885749e-11,5.38490869704056e-10
"AC037459.3",41.680265546497,-1.3826089672981,0.206823792127812,-6.68496091805378,2.30986279599232e-11,5.3902154776739e-10
"ANXA9",47.7762363290353,2.89393407323601,0.433175942901446,6.6807359011034,2.37745340030538e-11,5.5431224544392e-10
"TBX18",83.517783051092,-1.41937554206243,0.212500322031853,-6.67940419332479,2.39915621884106e-11,5.58886773340439e-10
"AC061709.3",4.02039609938321,-3.57383360130355,0.535158404256816,-6.67808554042348,2.42083734277921e-11,5.63448316832809e-10
"IARS",600.466432883313,0.67495544104984,0.101081725265688,6.6773241085444,2.43344394036713e-11,5.65815083274141e-10
"GAS7",535.856103185689,-1.80496787278717,0.270317391326265,-6.67721697050794,2.43522291392768e-11,5.65815083274141e-10
"GHR",264.234590694937,-2.32426216887161,0.348205019486902,-6.67498180323917,2.47262843419558e-11,5.74009140658068e-10
"PCLAF",20.996844220514,2.61434331206338,0.391764044367167,6.67325996260437,2.50182640239116e-11,5.80285335648826e-10
"ELANE",1.61051081062445,-3.51386219931951,0.526675128917781,-6.67178305256189,2.52713968057409e-11,5.85650435819398e-10
"SNTB2",535.284957623823,-1.07158165083615,0.160623980948856,-6.67136777775017,2.53430226552085e-11,5.8680358582845e-10
"CACFD1",109.255332323525,1.20299186931183,0.180353802128769,6.6701774795572,2.55494260451613e-11,5.91072756334439e-10
"SELENOP",944.324735837058,-1.61443005184568,0.242091553282386,-6.66867567230874,2.58121956546696e-11,5.96637452703456e-10
"AC007743.1",40.1535386529919,-2.44065082744598,0.366127827082314,-6.66611671365057,2.62660407880702e-11,6.06605396375777e-10
"DNM1P47",65.0899772582062,-1.82886291617175,0.274361424662885,-6.66588941364087,2.63067293463301e-11,6.07022690230538e-10
"ISG20L2",178.882238693763,0.669079126177614,0.100378204182328,6.6655817528105,2.63619014357499e-11,6.07773184647581e-10
"CKAP5",558.933285994576,0.761329017953944,0.114222844234179,6.66529557251326,2.64133231413763e-11,6.08435999847189e-10
"MAP7D3",75.5512231783044,-1.81339415003615,0.272083160831647,-6.66485255645132,2.64931192487491e-11,6.0975072740946e-10
"HIST2H2AB",41.1040333945302,1.51351463542605,0.227100962587061,6.66450119006357,2.65565751574749e-11,6.10687447237357e-10
"SORBS3",475.486011333219,-1.17460722702297,0.176254484556295,-6.66426859991645,2.65986621803239e-11,6.11131590985592e-10
"EXO1",33.1907948668943,2.71769903031683,0.407977561989696,6.66139337924045,2.71243543120913e-11,6.22676794114014e-10
"SRSF1",1130.10249675442,0.732138061004122,0.109941191073748,6.6593608260348,2.75020989446528e-11,6.30808826733933e-10
"HOXA2",5.4072797794586,-2.11153528371827,0.31710221628364,-6.65884744819808,2.75983204714274e-11,6.32461123535995e-10
"SMIM10",8.86323600032875,-2.03456185291515,0.305548250571474,-6.65872525569975,2.762127130661e-11,6.32461123535995e-10
"CSE1L",298.270438400257,0.845123451130512,0.126926152370812,6.65838706479891,2.76848895422188e-11,6.33377404735706e-10
"BX255925.3",80.8380993032699,1.04880329122121,0.157519094747622,6.65826129144282,2.7708585763799e-11,6.33379563507079e-10
"NDUFAF6",89.063905324357,1.43756478680002,0.215933794519463,6.65743308035303,2.78651206982621e-11,6.36415641751968e-10
"SIRPA",353.454214115068,-1.32294266777312,0.198797348463157,-6.65472994484277,2.8382069993836e-11,6.47671114247095e-10
"GJA4",57.7153729377198,-1.56979965176397,0.23593184628826,-6.65361491659755,2.85980328375368e-11,6.52044867653473e-10
"GRID1",33.7984268621692,-1.24383511935097,0.186991249390096,-6.65183597311613,2.89459196527997e-11,6.59416553312847e-10
"IBA57",155.586912474537,-0.702170074485536,0.105596104246783,-6.64958314034516,2.9392428196578e-11,6.6895681650148e-10
"IL17B",3.25124836792671,-4.24261863561186,0.638038388992759,-6.64947236530623,2.94145566951761e-11,6.6895681650148e-10
"ACKR1",173.255752000729,-2.95828520224982,0.44491970674118,-6.64903162846577,2.95027602034593e-11,6.70394642523313e-10
"AC093495.1",6.87417772383887,-2.02482725129593,0.304559864364249,-6.64837192360404,2.96352691508027e-11,6.72835941565941e-10
"ORC1",18.0550103809886,2.01362537038688,0.302959622719055,6.64651398861222,3.00115939880425e-11,6.80804003603642e-10
"LAMC1",1650.69370958988,-1.42186506337365,0.214014363930227,-6.64378332959558,3.05731917115927e-11,6.92643143398855e-10
"CFH",415.358168253249,-1.77318032047784,0.266895466364712,-6.64372589249903,3.05851142095559e-11,6.92643143398855e-10
"CD59",1915.45934634679,-1.24312527431362,0.187133279146735,-6.64299412686969,3.07374092388488e-11,6.95505155424745e-10
"HIST1H2BM",8.23080648604789,2.96105691250369,0.445930393752968,6.64017737742279,3.13305886521551e-11,7.08329972257147e-10
"TRPA1",86.0414504793687,6.15580656825893,0.927627692961646,6.63607459648518,3.22146855584769e-11,7.27704799366402e-10
"AC107959.1",21.3114761351418,-1.35981396504013,0.20501721012308,-6.63268202812722,3.29641432435793e-11,7.44008198557354e-10
"BDH2",145.077024027317,-0.983955047014351,0.148380967957767,-6.63127529464835,3.32798876860205e-11,7.50503416758023e-10
"XPO5",258.551876483764,0.76527607565226,0.115432536269999,6.62963927139452,3.36508205607544e-11,7.58231251526789e-10
"PAXIP1",133.520064552135,0.8669836234696,0.130808343339827,6.62789239075725,3.40513545804457e-11,7.66612543222182e-10
"C8orf88",11.3381498677878,-1.9499324496985,0.294259436230263,-6.62657576823685,3.43563164808248e-11,7.72829932170506e-10
"IGSF9",214.072291289832,2.19406096540951,0.331234453894727,6.62389114299935,3.49864455155265e-11,7.859213325009e-10
"LCN6",7.88967994867724,-3.08379483997426,0.465559482131134,-6.62384713089282,3.4996869590795e-11,7.859213325009e-10
"TPPP",166.272713261593,-1.86944257669459,0.282246609078333,-6.62343679805116,3.50942015102747e-11,7.87448153620176e-10
"PPP2R1B",395.270849387761,-1.49007323966922,0.224984754790247,-6.62299648284354,3.51989399664159e-11,7.89138473633029e-10
"VGLL3",370.606184542786,-1.85515023243703,0.280268985460859,-6.61917774949845,3.61202321898101e-11,8.09117321407131e-10
"LPAR2",65.8445548490963,1.24036925529343,0.187441303170192,6.61737426231616,3.65634977428244e-11,8.18363657570005e-10
"POLE2",12.9903803846291,1.63668127486259,0.247384260653116,6.61594747596961,3.69179442608019e-11,8.25608293485734e-10
"SALL4",33.6435654048987,2.84474594533496,0.430029776551416,6.61523015487005,3.70974112508892e-11,8.28930997775905e-10
"PSAT1P3",3.08246670251969,-3.27980707918764,0.495996193903566,-6.61256501461243,3.77717135116914e-11,8.43295926622088e-10
"ZBTB4",874.554876844345,-0.858098337681671,0.12979354823219,-6.6112557162441,3.81073554296395e-11,8.50082286209314e-10
"RBL1",110.396933196499,1.27127461919835,0.192331157767641,6.60982148682431,3.84783735254113e-11,8.57645873694301e-10
"RBP4",245.194765002938,-4.37002240801663,0.661183264526898,-6.60939658105766,3.85889686972028e-11,8.59397148512976e-10
"PDK4",1811.40334037251,-2.83019491213451,0.428239016098483,-6.60891419450592,3.87149020971578e-11,8.61486826433935e-10
"HJURP",37.8272702976779,2.59788910722662,0.393176083150837,6.6074443959247,3.91010970020248e-11,8.6935960161254e-10
"FAM83H",732.858736069825,1.67471009059085,0.253502028887608,6.60629856865306,3.9404779757457e-11,8.75386315870129e-10
"SH3TC2",29.881059441204,-1.94244797232262,0.294055754836691,-6.60571316960414,3.95608197085555e-11,8.78125854176009e-10
"PACSIN1",12.8409173225667,2.26357262286065,0.342684456388084,6.60541375794761,3.96408623660116e-11,8.79175357400239e-10
"STX12",257.197005215525,-0.918255483608537,0.139033195253762,-6.60457728769414,3.98653192775219e-11,8.83423375831194e-10
"VPS37B",300.037433978456,-0.794976349353826,0.120393271566968,-6.60316261039246,4.02477645690407e-11,8.9116254948414e-10
"CCN1",1499.40624077752,-1.58527552940183,0.240183600317013,-6.60026549401984,4.10422116124038e-11,9.08003949571698e-10
"ENDOU",2.90635070671963,-3.21373493153944,0.486921215225062,-6.60011277194815,4.10845141034693e-11,9.08191120659557e-10
"SOX12",236.641820117472,1.19442999275609,0.180978375601874,6.59984922941101,4.11576131109427e-11,9.09058193782106e-10
"LINC00702",23.0154061532307,-1.91892560212363,0.290856636274158,-6.59749637039353,4.18158924759408e-11,9.22838232306207e-10
"INKA2",74.8347466012201,-1.74823732876488,0.265082482324301,-6.5950692532979,4.25057402137955e-11,9.3729173736846e-10
"CDH23",185.708434176966,-2.00167618365559,0.303616641644165,-6.59277493096552,4.31680757777498e-11,9.51115337907795e-10
"CLGN",14.0772191611517,3.18194583951562,0.482664524296293,6.59245848688545,4.3260217114738e-11,9.52363565620269e-10
"DMGDH",21.4517915921037,-2.10246437189895,0.318938412044956,-6.59207010663423,4.33735676796375e-11,9.53998528610069e-10
"LINC02099",4.01727124722525,4.96412236864878,0.75305704554825,6.59196059315099,4.34055821818786e-11,9.53998528610069e-10
"CTDSP1",622.763353396281,-0.73569447026852,0.111608112840155,-6.59176516425986,4.34627701215404e-11,9.54473730754221e-10
"ANAPC7",234.46090542465,0.648530324653694,0.0983919062009002,6.59129749279886,4.35999232855247e-11,9.5670281381058e-10
"PDE3A",97.1065966759079,-1.4006479799945,0.212518802921151,-6.59070143790602,4.3775341145909e-11,9.59767201790534e-10
"CIAO2A",60.5193236132899,1.12243328508594,0.170314775872717,6.59034590119639,4.38803035357713e-11,9.61283123008946e-10
"TRIM11",247.532817046031,0.870198179123388,0.132055839399705,6.58962286771344,4.4094519320541e-11,9.65188026497584e-10
"UNC119B",182.63621148478,-0.671414529333253,0.10189940675069,-6.58899350587934,4.42818153365037e-11,9.68497796552905e-10
"FSIP1",88.7377513939563,3.4103192956405,0.517756981765916,6.58671812402975,4.49654780416608e-11,9.82649485933233e-10
"SLC9A3R1",685.157429480305,1.74034194682572,0.264325806066178,6.5840788409059,4.57714208720265e-11,9.99448210351265e-10
"PTGIS",345.230110747624,-1.9207138834194,0.291918985217181,-6.57961277164084,4.71675049210729e-11,1.02889079326746e-09
"FAM86C1",27.8739529759265,1.24001917337331,0.188466467924236,6.57952147684863,4.71964736366167e-11,1.02889079326746e-09
"UQCC2",103.765830033868,0.945585227834073,0.143750485407073,6.57796198152905,4.76940131283561e-11,1.0388932924615e-09
"AC091492.1",4.17932260207108,-3.3318738245765,0.506687522558539,-6.57579607990358,4.83935411551914e-11,1.05327580733229e-09
"IL17REL",9.56626353951776,3.74815909733936,0.570483015100427,6.57015020277078,5.02645319863591e-11,1.09311100517499e-09
"PLA2R1",567.147628718663,-1.81122320345306,0.275713456711326,-6.56922308057463,5.05784620033391e-11,1.09904745451142e-09
"LAMTOR2",60.829706908627,1.01173875363649,0.154056598570408,6.56731852465312,5.12293869418265e-11,1.11229112295377e-09
"SLC39A6",1562.68108900511,2.31121179807951,0.352170695287048,6.5627601302706,5.28207814808443e-11,1.14591632321741e-09
"PLXNC1",259.929183379043,1.05178693768008,0.160272246724417,6.56250198756242,5.29123350226819e-11,1.14697530102479e-09
"EGFL6",106.814101597673,-3.75789362315798,0.572720235339142,-6.56148218847674,5.32755399224965e-11,1.15391637559331e-09
"SNHG3",235.827967827769,1.3321109150252,0.203057772632411,6.56025572306791,5.37155809875534e-11,1.16250913821128e-09
"HM13",485.643696029731,0.677512397863319,0.103304743672603,6.55838612804183,5.43932183121914e-11,1.1762259521563e-09
"RNF122",102.015877768175,-1.65156295251145,0.25188842057248,-6.55672439708761,5.50025293591197e-11,1.18759730772081e-09
"MOB2",154.95833749719,-0.779068691519413,0.118820049841547,-6.55671069451953,5.5007581364472e-11,1.18759730772081e-09
"SRL",8.9365983344281,-2.27072485653584,0.346428963532646,-6.55466227009584,5.57679439448858e-11,1.20304545313903e-09
"AC092135.1",20.6286084913645,-1.30238999506153,0.198757683470206,-6.55265231674304,5.65240157705953e-11,1.21837629495558e-09
"EFCAB1",7.85390093706669,-3.12260063402458,0.476577027751861,-6.55214257547139,5.67173503149853e-11,1.22156245028326e-09
"PAQR6",36.1254769888627,1.93363626771751,0.295164062272597,6.55105588678242,5.71316711990360e-11,1.22949922076771e-09
"FOXO6",31.4723226623604,1.43705330385508,0.219375046009173,6.55066895710184,5.72799091089801e-11,1.23170163529534e-09
"AC008622.2",4.72860816796422,-2.31652874581246,0.353673707387519,-6.54990375994857,5.75741748778266e-11,1.23703807607795e-09
"RCBTB2",77.4097023052974,-0.952193724071665,0.145384425961754,-6.54948917514836,5.77342255416243e-11,1.23948454130802e-09
"LRRC77P",3.43627139152901,-3.61796030054607,0.552467393176158,-6.54873092101647,5.80280765523642e-11,1.24479733202178e-09
"RNFT2",42.8449805970367,1.5262794860932,0.233146092071132,6.54645107938391,5.89204376417993e-11,1.26293040299946e-09
"CERS6",590.849886308106,1.44507109489861,0.220765253457938,6.54573612587966,5.92030347281423e-11,1.26797497203865e-09
